timestamp,amount,transaction_hour,is_foreign,velocity_1h,new_device,account_age_days,avg_amount_last_30d,merchant_category,geo_distance,isFraud
180168,39.0,2,1,,0,,1.0,visa,87.0,0
180189,25.0,2,1,,0,,1.0,american express,87.0,0
180257,34.0,2,1,,0,,2.0,mastercard,87.0,0
180327,209.95,2,1,,0,,6.0,mastercard,87.0,0
180328,30.814,2,0,,0,,4.0,mastercard,,1
180371,184.0,2,1,,0,,1.0,visa,87.0,0
180399,112.99,2,1,1248.0,0,,1.0,mastercard,87.0,0
180400,29.0,2,1,1.0,0,,1.0,visa,87.0,0
180452,50.0,2,1,,0,,1.0,visa,87.0,0
180475,20.0,2,1,,0,,2.0,mastercard,87.0,0
180483,141.383,2,0,,0,,1.0,mastercard,,0
180493,107.95,2,1,,0,,2.0,visa,87.0,0
180499,335.0,2,1,14.0,0,,9.0,visa,87.0,0
180502,335.0,2,1,,0,,1.0,visa,87.0,0
180523,35.346,2,0,,0,0.0,2.0,visa,,0
180546,39.0,2,1,,0,,1.0,visa,87.0,0
180578,50.0,2,1,,0,,1.0,discover,87.0,0
180663,59.0,2,1,67.0,0,,1.0,visa,87.0,0
180689,102.956,2,0,,0,,2.0,visa,,0
180776,30.0,2,1,,0,,1.0,visa,87.0,0
180782,54.62,2,0,,0,,2.0,visa,,0
180809,57.95,2,1,,0,,4.0,mastercard,87.0,0
180843,150.0,2,1,,0,,1.0,visa,87.0,0
180868,39.95,2,1,20.0,0,,2.0,visa,87.0,0
180870,54.62,2,0,,0,,2.0,mastercard,,0
180885,57.95,2,1,18.0,0,,2.0,visa,87.0,0
180891,36.3,2,1,,0,,22.0,mastercard,87.0,0
180896,180.0,2,1,,0,,2.0,mastercard,87.0,0
180921,226.0,2,1,,0,,1.0,mastercard,87.0,0
180937,224.0,2,1,1.0,0,,1.0,visa,87.0,0
180953,54.62,2,0,,0,,2.0,visa,,0
181015,57.95,2,1,2.0,0,,1.0,visa,87.0,0
181016,32.325,2,0,,0,,1.0,visa,,0
181032,107.95,2,1,,0,,6.0,visa,87.0,0
181039,150.0,2,1,,0,,1.0,visa,87.0,0
181105,31.95,2,1,5.0,0,,2.0,mastercard,87.0,0
181114,54.62,2,0,,0,,2.0,visa,,0
181127,82.95,2,1,1.0,0,,121.0,visa,87.0,0
181171,20.0,2,1,,0,,8.0,mastercard,87.0,0
181208,14.743,2,0,,0,,1.0,visa,,0
181228,80.0,2,1,0.0,0,,1.0,visa,87.0,0
181232,25.0,2,1,,0,,1.0,mastercard,87.0,0
181246,49.0,2,1,,0,,1.0,visa,87.0,0
181282,54.62,2,0,,0,,2.0,visa,,0
181311,15.0,2,1,,0,,1.0,visa,87.0,0
181318,869.47,2,1,,0,,1.0,visa,87.0,0
181319,107.95,2,1,1030.0,0,,12.0,visa,87.0,0
181340,40.0,2,1,,0,,1.0,visa,87.0,1
181365,107.99,2,1,,0,,1.0,visa,87.0,0
181388,60.0,2,1,,0,,2.0,mastercard,87.0,0
181389,20.0,2,1,,0,,3.0,visa,87.0,0
181391,50.0,2,1,,0,,1.0,visa,87.0,0
181398,150.0,2,1,,0,,2.0,visa,87.0,0
181402,15.0,2,1,,0,,1.0,visa,87.0,0
181439,150.0,2,1,,0,,1.0,visa,87.0,0
181454,102.95,2,1,6.0,0,,116.0,visa,87.0,0
181486,47.95,2,1,0.0,0,,147.0,mastercard,87.0,0
181499,83.742,2,0,,0,,61.0,mastercard,,1
181610,20.0,2,1,21.0,0,,39.0,mastercard,87.0,0
181613,83.742,2,0,,0,,30.0,mastercard,,1
181632,160.5,2,1,0.0,0,,2.0,visa,87.0,0
181652,150.0,2,1,5.0,0,,3.0,mastercard,87.0,0
181674,226.0,2,1,,0,,147.0,mastercard,87.0,0
181699,34.5,2,1,2.0,0,,3.0,visa,87.0,0
181723,100.0,2,1,,0,,3.0,visa,87.0,0
181730,83.742,2,0,,0,,31.0,mastercard,,1
181733,100.0,2,1,,0,,3.0,mastercard,87.0,0
181744,200.0,2,1,,0,,11.0,visa,87.0,0
181772,160.0,2,1,,0,,5.0,visa,87.0,1
181778,34.0,2,1,,0,,4.0,visa,87.0,0
181784,186.0,2,1,,0,,2.0,mastercard,87.0,1
181785,50.0,2,1,,0,,7.0,visa,87.0,0
181791,59.0,2,1,,0,,2.0,visa,87.0,0
181791,47.95,2,1,26.0,0,,1.0,mastercard,87.0,0
181804,83.742,2,0,,0,,32.0,mastercard,,1
181810,554.0,2,1,10.0,0,,4.0,mastercard,87.0,0
181828,100.0,2,1,,0,,1.0,visa,87.0,0
181837,117.0,2,1,,0,,1.0,visa,87.0,0
181839,100.0,2,1,,0,,1.0,visa,87.0,0
181846,117.0,2,1,41.0,0,,1.0,mastercard,87.0,0
181897,49.0,2,1,,0,,1.0,mastercard,87.0,0
181901,54.5,2,1,,0,,2.0,visa,87.0,0
181906,159.95,2,1,,0,,1.0,mastercard,87.0,0
181918,100.0,2,1,,0,,2.0,visa,87.0,0
181933,15.226,2,0,,0,,1.0,visa,,0
181953,57.95,2,1,7.0,0,,2.0,mastercard,87.0,0
181978,85.0,2,1,3.0,0,,4.0,visa,87.0,0
181989,7.251,2,0,,0,,4.0,visa,,0
182038,24.5,2,1,,0,,1.0,visa,87.0,0
182161,80.0,2,1,,0,,1.0,mastercard,87.0,0
182201,39.0,2,1,19.0,0,,1.0,visa,87.0,0
182201,72.0,2,1,21.0,0,,1.0,mastercard,87.0,0
182215,434.03,2,1,,0,,148.0,visa,87.0,0
182249,159.95,2,1,,0,,3.0,visa,87.0,0
182273,82.95,2,1,0.0,0,,2.0,visa,87.0,0
182274,107.95,2,1,0.0,0,,1.0,mastercard,87.0,0
182274,300.0,2,1,,0,,1.0,visa,87.0,0
182279,50.0,2,1,,0,,1.0,visa,87.0,0
182307,158.49,2,1,,0,,1.0,visa,87.0,0
182308,107.95,2,1,4.0,0,,12.0,visa,87.0,0
182323,100.0,2,1,,0,,2.0,visa,87.0,0
182333,43.502,2,0,,0,,2.0,mastercard,,0
182335,70.0,2,1,,0,,1.0,visa,87.0,0
182347,100.0,2,1,,0,2.0,2.0,mastercard,87.0,0
182385,226.0,2,1,,0,,2.0,mastercard,87.0,1
182397,100.0,2,1,,0,,4.0,visa,87.0,0
182397,100.0,2,1,,0,2.0,2.0,mastercard,87.0,0
182471,70.0,2,1,,0,,1.0,visa,87.0,0
182503,6.888,2,0,,0,,3.0,mastercard,,0
182552,171.0,2,1,1903.0,0,,2.0,mastercard,87.0,1
182570,67.95,2,1,5.0,0,,3.0,visa,87.0,0
182612,150.0,2,1,,0,,1.0,american express,87.0,0
182613,100.0,2,1,,0,,2.0,mastercard,87.0,0
182620,44.0,2,1,,0,,2.0,mastercard,87.0,0
182651,60.0,2,1,,0,,1.0,visa,87.0,0
182669,35.95,2,1,7.0,0,,4.0,visa,87.0,0
182705,117.0,2,1,,0,,1.0,visa,87.0,0
182730,28.458,2,0,,0,,1.0,visa,,0
182750,43.502,2,0,,0,,2.0,mastercard,,0
182755,39.0,2,1,,0,,1.0,visa,87.0,0
182768,100.0,2,1,,0,,3.0,visa,87.0,0
182773,30.95,2,1,1.0,0,,119.0,visa,87.0,0
182820,85.0,2,1,,0,,1.0,mastercard,87.0,0
182844,150.0,2,1,,0,,1.0,visa,87.0,0
182860,75.0,2,1,8.0,0,,1.0,visa,87.0,0
182931,25.0,2,1,,0,,1.0,visa,87.0,0
182933,69.95,2,1,,0,,1.0,mastercard,87.0,0
182943,57.95,2,1,,0,,1.0,visa,87.0,0
182947,75.0,2,1,,0,,3.0,visa,87.0,0
182964,107.95,2,1,,0,,1.0,mastercard,87.0,0
182977,663.71,2,1,,0,,2.0,visa,87.0,0
182980,42.95,2,1,27.0,0,,9.0,visa,87.0,0
182996,25.0,2,1,,0,,1.0,visa,87.0,0
183008,100.0,2,1,,0,,1.0,visa,87.0,0
183025,50.0,2,1,,0,,1.0,visa,87.0,0
183028,49.0,2,1,,0,,2.0,mastercard,87.0,0
183089,52.95,2,1,21.0,0,,2.0,visa,87.0,0
183105,890.1,2,1,13.0,0,,1.0,visa,87.0,0
183119,20.0,2,1,,0,,1.0,mastercard,87.0,0
183121,34.0,2,1,,0,,3.0,visa,87.0,0
183138,100.0,2,1,31.0,0,,2.0,mastercard,87.0,0
183143,200.0,2,1,,0,,1.0,mastercard,87.0,0
183150,97.95,2,1,,0,,1.0,visa,87.0,0
183159,70.0,2,1,,0,,1.0,visa,87.0,0
183198,59.0,2,1,1.0,0,,1.0,mastercard,87.0,0
183212,39.0,2,1,8.0,0,,1.0,visa,87.0,0
183219,57.95,2,1,1.0,0,,4.0,visa,87.0,0
183224,57.95,2,1,,0,,5.0,visa,87.0,0
183269,8.036,2,0,,0,115.0,1.0,visa,,0
183285,78.5,2,1,,0,,1.0,mastercard,87.0,0
183300,239.95,2,1,,0,,3.0,visa,87.0,0
183307,50.0,2,1,,0,,1.0,american express,87.0,0
183314,34.5,2,1,697.0,0,,1.0,visa,87.0,0
183373,27.36,2,1,53.0,0,,4.0,visa,87.0,0
183388,146.0,2,1,342.0,0,,8.0,mastercard,87.0,0
183415,57.95,2,1,293.0,0,,3.0,mastercard,87.0,0
183417,12.326,2,0,,0,1570.0,1.0,mastercard,,0
183445,663.71,2,1,,0,,2.0,visa,87.0,0
183458,117.0,2,1,42.0,0,,1.0,visa,87.0,0
183461,50.0,2,1,,0,,3.0,mastercard,87.0,0
183544,23.866,2,0,,0,,1.0,visa,,0
183585,25.0,2,1,,0,,1.0,visa,87.0,0
183671,14.501,3,0,,0,115.0,2.0,visa,,0
183707,50.0,3,1,,0,,4.0,visa,87.0,0
183753,59.0,3,1,3.0,0,,1.0,mastercard,87.0,0
183760,30.95,3,1,0.0,0,,2.0,visa,87.0,0
183779,201.0,3,1,16.0,0,,1.0,mastercard,87.0,0
183870,150.0,3,1,,0,,5.0,mastercard,87.0,0
183922,226.0,3,1,,0,,1.0,visa,87.0,0
183923,65.0,3,1,0.0,0,,2.0,mastercard,87.0,0
183987,68.5,3,1,12.0,0,,6.0,mastercard,87.0,0
184019,107.0,3,1,,0,,3.0,visa,87.0,0
184039,120.0,3,1,,0,,3.0,mastercard,87.0,0
184059,75.0,3,1,,0,,1.0,visa,87.0,0
184071,59.0,3,1,5.0,0,,4.0,visa,87.0,0
184095,75.0,3,1,,0,,5.0,visa,87.0,0
184109,40.0,3,1,,0,,3.0,visa,87.0,0
184155,77.0,3,1,7.0,0,,1.0,mastercard,87.0,0
184189,49.0,3,1,,0,,1.0,visa,87.0,0
184202,67.95,3,1,4.0,0,,1.0,visa,87.0,0
184233,108.95,3,1,,0,,1.0,visa,87.0,0
184242,100.0,3,1,,0,,2.0,visa,87.0,0
184254,14.985,3,0,,0,,1.0,mastercard,,0
184255,100.0,3,1,,0,,21.0,visa,87.0,0
184293,36.95,3,1,1.0,0,,4.0,visa,87.0,0
184319,49.0,3,1,,0,,1.0,mastercard,87.0,0
184352,93.651,3,0,,0,,1.0,mastercard,,0
184384,14.985,3,0,,0,,1.0,mastercard,,0
184386,107.95,3,1,1347.0,0,,9.0,mastercard,87.0,0
184403,107.95,3,1,,0,,6.0,visa,87.0,0
184418,40.0,3,1,,0,,1.0,mastercard,87.0,0
184452,189.95,3,1,,0,,2.0,visa,87.0,0
184453,209.95,3,1,,0,,6.0,mastercard,87.0,0
184460,77.0,3,1,3.0,0,,8.0,visa,87.0,0
184489,39.0,3,1,8.0,0,,2.0,visa,87.0,0
184585,26.95,3,1,,0,,7.0,mastercard,87.0,0
184598,105.795,3,0,,0,,1.0,mastercard,,0
184600,750.0,3,1,,0,,1.0,visa,87.0,0
184617,179.95,3,1,4.0,0,,2.0,visa,87.0,0
184641,50.0,3,1,,0,,4.0,visa,87.0,0
184651,50.0,3,1,,0,,4.0,mastercard,87.0,0
184672,39.0,3,1,77.0,0,,1.0,visa,87.0,0
184681,40.0,3,1,19.0,0,,1.0,visa,87.0,0
184696,58.95,3,1,0.0,0,,9.0,mastercard,87.0,0
184707,54.62,3,0,,0,15.0,8.0,mastercard,,1
184722,46.523,3,0,,0,,0.0,visa,,0
184757,54.62,3,0,,0,15.0,90.0,mastercard,,1
184764,352.0,3,1,,0,,4.0,visa,87.0,0
184856,14.985,3,0,,0,,1.0,mastercard,,0
184886,39.0,3,1,,0,,1.0,visa,87.0,0
184911,58.0,3,1,,0,,4.0,visa,87.0,0
184938,25.0,3,1,,0,,1.0,visa,87.0,0
184963,79.996,3,0,,0,,1.0,visa,,0
184988,100.0,3,1,,0,,1.0,mastercard,87.0,0
184996,107.95,3,1,,0,,1.0,visa,87.0,0
185044,159.95,3,1,,0,,9.0,mastercard,87.0,0
185082,24.349,3,0,,0,,1.0,mastercard,,0
185099,14.0,3,1,,0,,1.0,visa,87.0,0
185116,52.95,3,1,34.0,0,,1.0,visa,87.0,0
185117,265.0,3,1,,0,,1.0,visa,87.0,0
185186,50.0,3,1,,0,,4.0,visa,87.0,0
185219,15.951,3,0,,0,,24.0,mastercard,,0
185288,54.47,3,1,,0,,1.0,visa,87.0,0
185291,51.0,3,1,406.0,0,,5.0,mastercard,87.0,0
185306,100.0,3,1,,0,,1.0,mastercard,87.0,0
185370,97.95,3,1,11.0,0,,133.0,visa,87.0,0
185392,26.95,3,1,1231.0,0,,1.0,mastercard,87.0,0
185413,1961.0,3,1,,0,,1.0,visa,87.0,0
185433,200.0,3,1,,0,,2.0,visa,87.0,0
185446,31.5,3,1,,0,,1.0,mastercard,87.0,0
185457,48.094,3,0,,0,227.0,1.0,mastercard,,0
185536,457.95,3,1,16.0,0,,3.0,mastercard,87.0,0
185555,100.0,3,1,,0,,5.0,visa,87.0,0
185571,40.0,3,1,,0,,2.0,visa,87.0,0
185606,50.0,3,1,,0,,1.0,visa,87.0,0
185609,25.0,3,1,,0,,1.0,mastercard,87.0,0
185614,35.95,3,1,,0,,12.0,visa,87.0,0
185618,265.0,3,1,,0,,2.0,visa,87.0,0
185626,29.0,3,1,6.0,0,,1.0,visa,87.0,0
185628,117.0,3,1,,0,,1.0,visa,87.0,0
185635,80.0,3,1,,0,,1.0,visa,87.0,0
185822,125.0,3,1,,0,,2.0,visa,87.0,0
185919,49.0,3,1,,0,,1.0,visa,87.0,0
185983,30.0,3,1,210.0,0,,2.0,mastercard,87.0,0
186004,47.95,3,1,2139.0,0,,5.0,visa,87.0,0
186020,117.0,3,1,,0,,2.0,visa,87.0,0
186029,10.0,3,1,,0,161.0,5.0,visa,87.0,0
186031,38.185,3,0,,0,0.0,2.0,visa,,0
186038,100.0,3,1,16.0,0,,3.0,mastercard,87.0,0
186080,129.95,3,1,0.0,0,,25.0,mastercard,87.0,0
186113,57.95,3,1,,0,,135.0,mastercard,87.0,0
186172,30.029,3,0,,0,,1.0,visa,,0
186187,97.0,3,1,,0,,80.0,mastercard,87.0,0
186241,12.406,3,0,,0,,1.0,visa,,0
186250,80.0,3,1,,0,,14.0,mastercard,87.0,0
186290,57.95,3,1,15.0,0,,6.0,visa,87.0,0
186298,159.95,3,1,1.0,0,,120.0,mastercard,87.0,0
186319,59.0,3,1,1.0,0,,1.0,mastercard,87.0,0
186404,108.95,3,1,1.0,0,,1.0,mastercard,87.0,0
186407,150.0,3,1,,0,6.0,3.0,mastercard,87.0,0
186426,26.95,3,1,,0,,3.0,mastercard,87.0,0
186466,100.0,3,1,,0,,1.0,mastercard,87.0,0
186486,97.0,3,1,,0,,14.0,mastercard,87.0,0
186501,19.697,3,0,,0,,1.0,visa,,0
186528,104.47,3,1,,0,,11.0,mastercard,87.0,0
186532,22.95,3,1,,0,,119.0,visa,87.0,0
186541,209.95,3,1,5.0,0,,102.0,mastercard,87.0,0
186549,50.0,3,1,,0,,2.0,mastercard,87.0,0
186585,14.138,3,0,,0,0.0,1.0,visa,,0
186613,57.95,3,1,2.0,0,,9.0,visa,87.0,0
186704,39.152,3,0,,0,446.0,6.0,visa,,0
186734,117.0,3,1,1.0,0,,1.0,visa,87.0,0
186742,50.0,3,1,,0,,2.0,mastercard,87.0,1
186754,159.95,3,1,,0,,120.0,mastercard,87.0,0
186755,117.0,3,1,,0,,1.0,mastercard,87.0,0
186795,47.95,3,1,,0,,4.0,visa,87.0,0
186835,59.0,3,1,73.0,0,,2.0,mastercard,87.0,0
186837,35.95,3,1,12.0,0,,111.0,visa,87.0,0
186874,4.681,3,0,,0,,1.0,visa,,0
186877,32.97,3,1,0.0,0,,12.0,visa,87.0,0
186913,160.0,3,1,,0,,2.0,mastercard,87.0,0
187024,107.95,3,1,1.0,0,,120.0,mastercard,87.0,0
187048,60.0,3,1,,0,,1.0,visa,87.0,0
187073,35.0,3,1,2.0,0,,89.0,visa,87.0,0
187166,112.502,3,0,,0,0.0,2.0,visa,,0
187194,124.0,3,1,,0,,13.0,visa,87.0,0
187241,48.95,4,1,,0,,1.0,visa,87.0,0
187316,33.47,4,1,9.0,0,,2.0,mastercard,87.0,0
187321,26.95,4,1,,0,,1.0,visa,87.0,0
187347,100.0,4,1,,0,,1.0,mastercard,87.0,0
187352,300.0,4,1,,0,,1.0,american express,87.0,0
187362,100.0,4,1,,0,,2.0,mastercard,87.0,0
187373,80.0,4,1,,0,,1.0,visa,87.0,0
187429,101.0,4,1,,0,,48.0,visa,87.0,0
187469,209.95,4,1,19.0,0,,100.0,visa,87.0,0
187504,67.95,4,1,13.0,0,,1.0,visa,87.0,0
187508,146.0,4,1,,0,,1.0,visa,87.0,0
187532,50.0,4,1,,0,,1.0,american express,87.0,0
187547,565.82,4,1,,0,,1.0,visa,87.0,0
187548,27.189,4,0,,0,,1.0,visa,,0
187595,117.0,4,1,,0,,6.0,visa,87.0,0
187696,57.95,4,1,,0,,4.0,mastercard,87.0,0
187782,179.95,4,1,4.0,0,,2.0,visa,87.0,0
187791,100.0,4,1,,0,,1.0,visa,87.0,0
187820,60.0,4,1,,0,,1.0,visa,87.0,0
187843,117.0,4,1,,0,,1.0,mastercard,87.0,0
187852,50.0,4,1,,0,,1.0,mastercard,87.0,0
187913,12.326,4,0,,0,,1.0,visa,,0
187943,40.0,4,1,,0,,5.0,mastercard,87.0,0
187952,105.95,4,1,4.0,0,,81.0,visa,87.0,0
188025,10.0,4,1,14.0,0,,3.0,visa,87.0,0
188090,10.634,4,0,,0,,25.0,mastercard,,1
188104,45.0,4,1,,0,,1.0,mastercard,87.0,0
188174,54.136,4,0,,0,,1.0,visa,,0
188267,12.024,4,0,,0,,1.0,visa,,0
188276,13.95,4,1,,0,,6.0,visa,87.0,0
188328,53.97,4,1,,0,,3.0,visa,87.0,0
188368,200.0,4,1,,0,,1.0,mastercard,87.0,0
188395,400.0,4,1,,0,,1.0,mastercard,87.0,0
188401,160.5,4,1,,0,,1.0,mastercard,87.0,0
188402,42.95,4,1,2.0,0,,119.0,visa,87.0,0
188475,31.97,4,1,1.0,0,,1.0,visa,87.0,1
188479,31.97,4,1,1.0,0,,1.0,visa,87.0,1
188550,38.95,4,1,1.0,0,,104.0,visa,87.0,0
188593,445.0,4,1,11.0,0,,1.0,visa,87.0,0
188663,84.95,4,1,,0,,1.0,visa,87.0,0
188687,311.95,4,1,,0,,21.0,visa,87.0,0
188697,390.0,4,1,9.0,0,,3.0,visa,87.0,0
188702,107.47,4,1,13.0,0,,1.0,visa,87.0,0
188873,50.0,4,1,,0,,167.0,visa,87.0,0
188876,109.0,4,1,8.0,0,,1.0,visa,87.0,0
188877,141.0,4,1,,0,,2.0,mastercard,87.0,0
188887,65.0,4,1,,0,,1.0,mastercard,87.0,0
188938,50.0,4,1,,0,,13.0,visa,87.0,0
188952,100.0,4,1,,0,,3.0,visa,87.0,0
188959,225.0,4,1,,0,466.0,1.0,visa,87.0,0
189010,150.0,4,1,,0,,1.0,visa,87.0,0
189017,5.0,4,1,,0,2517.0,5.0,visa,87.0,0
189076,25.96,4,1,,0,,1.0,visa,87.0,0
189153,30.0,4,1,12.0,0,,2.0,visa,87.0,0
189177,107.95,4,1,,0,,6.0,mastercard,87.0,0
189218,6.284,4,0,,0,,1.0,mastercard,,0
189277,75.0,4,1,,0,,1.0,visa,87.0,0
189341,75.0,4,1,,0,,1.0,visa,87.0,0
189354,108.5,4,1,,0,,2.0,visa,87.0,0
189355,59.0,4,1,,0,,7.0,mastercard,87.0,0
189471,141.0,4,1,0.0,0,,1.0,mastercard,87.0,0
189482,100.0,4,1,,0,,11.0,visa,87.0,0
189491,36.37,4,1,12.0,0,,2.0,visa,87.0,0
189506,100.0,4,1,4.0,0,,2.0,visa,87.0,0
189546,59.0,4,1,17.0,0,,1.0,mastercard,87.0,0
189644,100.0,4,1,,0,,1.0,visa,87.0,0
189703,469.18,4,1,0.0,0,,1.0,mastercard,87.0,0
189743,12.688,4,0,,0,,1.0,visa,,0
189769,226.0,4,1,3.0,0,,1.0,visa,87.0,0
189787,18.005,4,0,,0,,1.0,visa,,0
189790,23.926,4,0,,0,7.0,1.0,mastercard,,0
189816,207.95,4,1,0.0,0,,4.0,visa,87.0,0
189826,200.0,4,1,,0,,1.0,visa,87.0,0
189854,50.0,4,1,,0,,3.0,visa,87.0,0
189860,100.0,4,1,,0,,10.0,visa,87.0,0
189863,171.0,4,1,155.0,0,,9.0,mastercard,87.0,0
189886,51.599,4,0,,0,,1.0,visa,,0
189936,250.0,4,1,,0,,1.0,mastercard,87.0,0
189967,60.0,4,1,,0,,7.0,mastercard,87.0,0
189988,34.5,4,1,12.0,0,,80.0,visa,87.0,0
190016,87.95,4,1,29.0,0,,9.0,visa,87.0,0
190048,209.95,4,1,,0,,1.0,visa,87.0,0
190072,50.0,4,1,,0,,1.0,mastercard,87.0,0
190134,50.0,4,1,,0,,1.0,visa,87.0,0
190146,100.0,4,1,,0,,1.0,visa,87.0,0
190158,47.95,4,1,16.0,0,,105.0,visa,87.0,0
190214,60.0,4,1,,0,,15.0,visa,87.0,0
190239,209.95,4,1,991.0,0,,1.0,visa,87.0,0
190272,16.313,4,0,,0,7.0,1.0,visa,,0
190274,100.0,4,1,,0,,10.0,visa,87.0,0
190287,879.35,4,1,,0,,1.0,discover,87.0,0
190355,549.99,4,1,,0,,1.0,visa,87.0,0
190370,88.95,4,1,,0,,2.0,visa,87.0,0
190395,13.534,4,0,,0,,1.0,visa,,0
190406,40.0,4,1,,0,,7.0,mastercard,87.0,0
190417,59.0,4,1,1.0,0,,2.0,mastercard,87.0,0
190476,23.926,4,0,,0,7.0,1.0,mastercard,,0
190536,117.0,4,1,0.0,0,,10.0,visa,87.0,0
190542,14.985,4,0,,0,,1.0,visa,,0
190548,31.95,4,1,,0,,2.0,mastercard,87.0,0
190694,8.621,4,0,,0,,1.0,visa,,0
190703,117.0,4,1,,0,,10.0,visa,87.0,0
190858,100.0,5,1,,0,,1.0,mastercard,87.0,0
190883,50.0,5,1,,0,,1.0,visa,87.0,0
190920,117.0,5,1,2.0,0,,3.0,visa,87.0,0
190950,150.0,5,1,,0,,1.0,mastercard,87.0,0
191121,60.0,5,1,,0,,4.0,visa,87.0,0
191140,100.0,5,1,,0,,2.0,visa,87.0,0
191171,117.0,5,1,,0,,1.0,visa,87.0,0
191196,50.0,5,1,,0,,2.0,visa,87.0,0
191198,547.95,5,1,6.0,0,,1.0,mastercard,87.0,0
191290,27.0,5,1,,0,,7.0,visa,87.0,0
191438,18.005,5,0,,0,,1.0,mastercard,,0
191491,171.0,5,1,97.0,0,,2.0,mastercard,87.0,0
191540,34.5,5,1,,0,,1.0,visa,87.0,0
191560,108.95,5,1,,0,,1.0,visa,87.0,0
191562,16.313,5,0,,0,,1.0,mastercard,,0
191567,50.0,5,1,,0,,1.0,visa,87.0,0
191584,50.0,5,1,,0,,1.0,visa,87.0,0
191632,54.5,5,1,,0,,254.0,mastercard,87.0,0
191635,87.0,5,1,4.0,0,,4.0,visa,87.0,0
191814,59.0,5,1,,0,,7.0,mastercard,87.0,0
191868,107.95,5,1,2386.0,0,,1.0,mastercard,87.0,0
191872,1861.0,5,1,,0,,1.0,visa,87.0,0
191901,58.95,5,1,3.0,0,,1.0,visa,87.0,0
191921,25.981,5,0,,0,,1.0,visa,,0
191925,300.0,5,1,,0,,1.0,visa,87.0,0
191939,35.648,5,0,,0,,1.0,visa,,0
191993,50.0,5,1,3.0,0,,2.0,visa,87.0,0
192086,209.95,5,1,,0,,3.0,mastercard,87.0,0
192209,55.0,5,1,,0,,1.0,visa,87.0,0
192301,9.063,5,0,,0,,1.0,mastercard,,0
192315,39.0,5,1,11.0,0,,2.0,visa,87.0,0
192617,44.65,5,0,,0,,1.0,visa,,0
192682,6.707,5,0,,0,,1.0,mastercard,,0
192684,25.0,5,1,,0,,1.0,visa,87.0,0
192727,117.0,5,1,2.0,0,,1.0,visa,87.0,0
192729,54.5,5,1,,0,,7.0,mastercard,87.0,0
192775,9.667,5,0,,0,,1.0,visa,,0
192788,108.95,5,1,4.0,0,,1.0,visa,87.0,0
192807,55.0,5,1,,0,,45.0,visa,87.0,0
192868,107.95,5,1,,0,,2.0,mastercard,87.0,0
193048,150.0,5,1,3.0,0,,1.0,mastercard,87.0,0
193116,36.95,5,1,,0,,1.0,visa,87.0,0
193133,9.667,5,0,,0,,1.0,mastercard,,0
193147,33.473,5,0,,0,,1.0,visa,,0
193196,9.667,5,0,,0,,1.0,mastercard,,0
193256,49.0,5,1,,0,,1.0,visa,87.0,0
193274,35.95,5,1,,0,,2.0,visa,87.0,0
193313,55.0,5,1,24.0,0,,4.0,visa,87.0,1
193354,47.611,5,0,,0,,1.0,mastercard,,1
193415,100.0,5,0,,0,,4.0,visa,,0
193471,47.611,5,0,,0,,2.0,mastercard,,1
193499,77.0,5,1,23.0,0,,3.0,visa,87.0,0
193533,30.0,5,1,,0,,6.0,mastercard,87.0,0
193544,77.0,5,1,,0,,1.0,visa,87.0,0
193634,445.0,5,1,4.0,0,,5.0,visa,87.0,0
193667,100.0,5,0,,0,,4.0,visa,,0
193680,129.95,5,1,73.0,0,,12.0,visa,87.0,0
193752,120.0,5,1,,0,,3.0,mastercard,87.0,0
193824,33.11,5,0,,0,0.0,1.0,visa,,0
193845,119.95,5,1,,0,,12.0,visa,87.0,0
193848,100.0,5,1,,0,,1.0,visa,87.0,0
193868,59.0,5,1,,0,,1.0,visa,87.0,0
193940,150.0,5,1,79.0,0,,1.0,visa,87.0,0
193963,46.95,5,1,12.0,0,,4.0,visa,87.0,0
194048,140.0,5,1,,0,,4.0,visa,87.0,0
194096,25.0,5,1,,0,,1.0,visa,87.0,0
194106,72.99,5,1,,0,,1.0,visa,87.0,0
194136,150.0,5,1,,0,,1.0,mastercard,87.0,0
194193,57.95,5,1,,0,,107.0,visa,87.0,0
194197,50.0,5,1,,0,,1.0,visa,87.0,0
194238,108.95,5,1,1706.0,0,,3.0,mastercard,87.0,0
194261,68.5,5,1,,0,,1.0,mastercard,87.0,0
194396,25.0,5,1,,0,,1.0,visa,87.0,0
194478,108.95,6,1,,0,,3.0,mastercard,87.0,0
194509,97.0,6,1,,0,,1.0,visa,87.0,0
194536,58.95,6,1,0.0,0,,206.0,mastercard,87.0,0
194564,14.863,6,0,,0,,1.0,visa,,1
194679,1861.0,6,1,,0,,1.0,visa,87.0,0
194692,30.0,6,1,,0,,2.0,visa,87.0,0
194983,240.0,6,1,,0,,1.0,visa,87.0,0
195082,36.95,6,1,,0,,1.0,visa,87.0,0
195126,35.95,6,1,0.0,0,,1.0,mastercard,87.0,0
195134,47.95,6,1,18.0,0,,4.0,visa,87.0,0
195186,117.0,6,1,16.0,0,,2.0,visa,87.0,0
195361,10.99,6,1,8.0,0,,1.0,visa,87.0,0
195369,13.292,6,0,,0,,2.0,mastercard,,0
195423,261.95,6,1,3.0,0,,1.0,visa,87.0,0
195492,75.0,6,1,,0,,1.0,american express,87.0,0
